title,date,text
"IMPEACHMENT QUANDO CHEGAR A HORA, FAÇA A SUA PARTE",,"
	O que é impeachment, sua utilidade no presidencialismo, e a necessidade de mobilização social para gerar apoio político para salvar o pais das reincidências do governo petista."
DEPOIMENTO EM DELAÇÃO PREMIADA DE PAULO ROBERTO COSTA - PARTE 1,,"
	Esse é o primeiro os três vídeos (áudio) que contêm a íntegra do  depoimento de Paulo Roberto Costa no processo relativo à operação Lava Jato.  As outras duas partes pode ser assistidas aqui: "
SENADOR RONALDO CAIADO BATE FIRME NO GOVERNO,,"
	O senador goiano vem se destacando como opositor do governo. "
AUGUSTO NUNES E MARCO ANTONIO VILLA,,"
	Uma excelente conversa sobre o maior escândalo da História e seus beneficiários."
UM DISCURSO CORAJOSO E VERDADEIRO,,"
	Quando vejo algo assim, renova-se, em mim, a esperança de que nem tudo esteja perdido. Discurso de posse como deputado estadual no jovem Marcel Van Hattem."
NOBLAT - MINISTÉRIO DO VAI DAR MERDA,,"
	O jornalista Ricardo Noblat comenta a designação do novo presidente da Petrobras."
ESTADO LAICO: O QUE É E O QUE NÃO É.,,"
	Em que consiste, realmente, a laicidade do Estado e o que pretendem aqueles que mais a invocam."
"150207 PÁTRIA EDUCADORA, COM PETISTAS ""EDUCANDO""?",,"
	O PT, grande deseducador da nação, promete fazer do Brasil uma ""Pátria Educadora""..."
PRESIDENTE DO SINDICATO MÉDICO DO RS MOSTRA PARA ONDE FORAM OS MÉDICOS CUBANOS,,"
	Extraído de um programa na TV Pampa, este vídeo mostra com clareza a utilidade político-eleitoral dos médicos cubanos, importados como escravos da empresa Castro&Castro Cia. Ltda."
APREENSÃO SUPOSTAMENTE FEITA PELA PF NA MORADIA DE ALGUÉM ENVOLVIDO NA LAVA-JATO,,"
	Não encontrei referência a essa apreensão em fonte confiável. É muita grana para guardar em casa... Em todo caso, serve para mostrar como se rouba neste país."
DEPUTADO LEVA PETISTAS À LOUCURA AO EXIBIR ÁUDIO DA PRESIDENTE DILMA,,"
	Deputado federal Bruno Araujo expôs no microfone da tribuna o áudio da presidente Dilma anunciando a criminosa e demagógica redução das tarifas de energia elétrica que, agora, nos será cobrada em dobro..."
VAI COMEÇAR A BATALHA POLÍTICA PARA SALVAR O BRASIL,,"
	Começa uma nova legislatura no Congresso Nacional e nas Assembleias Legislativas. Recomeça o confronto entre governo e oposição. Eis quatro propostas para este momento."
DILMA ENGANA OS BOBOS E SERVE AOS MAL INTENCIONADOS,,"
	Veja e ouça o que essa senhora diz à população, abusando do cargo e dos recursos públicos. Tolerância com isso não é virtude. É omissão imperdoável ou cumplicidade abjeta."
CONSPIRAÇÃO GRAMSCIANA - A DITADURA CHEGANDO,,"
	Uma aula descontraída, mas muito esclarecedora, em áudio, sobre Gramsci e sua estratégia para alcançar a hegemonia. Compreender Gramsci é indispensável para entender o que está em curso no Brasil."
VEJAM O QUE O COMUNISMO BOLIVARIANO FEZ NA VENEZUELA,,"
	A corrida pela comida."
O HAITI É AQUI?,,"
	Se nada acontecer, 80% da população do Haiti vem para o Brasil. Quem diz isso não sou eu. É o Itamaraty"
"VEJAM O QUE DILMA DIZ SOBRE A PETROBRAS, EMPRESA CUJAS FINANÇAS E REPUTAÇÃO SEU GOVERNO DESTRUIU",,"
	Enquanto ela dizia isso seu partido e políticos de sua base enchiam os cofres e os bolsos com recursos da empresa."
O SARGENTO DISSE TUDO SOBRE CRIME DE TRÁFICO DE DROGAS,,"
	Sargento prende traficante e desabafa. É a opinião de um profissional que lida com o problema.""A lei a gente tem que cumprir, mas não é obrigado a gostar dela""."
OS POBRES PRECISAM DO PT OU É O CONTRÁRIO?,,"
	Por que o número de beneficiários do Programa Bolsa Família não para de aumentar? É bom, faz bem, um Estado que ""cuide bem das pessoas""? Cuidado! Muito cuidado!"
MOMENTO DE BELEZA - JE SAIS,,"
	É bom ouvir de novo, após muitos anos, esta excelente canção na voz do saudoso Jean Gabin. Legendas em português."
ACONTECIDO NUMA MESQUITA DO RIO DE JANEIRO,,"
	Enquanto o Imã discorre sobre os eventos de Paris, um militante do ISIS se levanta, protesta contra a posição pacifista e defende o terrorismo. Eles já estão entre nós."
NELSON MOTTA DÁ UMA AULA SOBRE CAPITALISMO A JUCA KFOURI,,"
	Juca Kfouri tentou tirar lã e saiu tosquiado. Nelson Motta simplesmente arrasa. Algo que todos aqueles que ainda idealizam o comunismo deveriam assistir. "
ALERTA AOS BRASILEIROS - MENSAGEM DE VENEZUELANA ANTES DE SE ENTREGAR AO DITADOR MADURO,,"
	Esta deputada venezuelana, oposicionista, quando veio ao Brasil, recebeu as vaias de costume, tentando impedi-la de falar. Como estamos sendo governados pelos que a vaiam, temos aqui algo importante para refletir."
POR QUE TÃO POUCOS LÍDERES POSITIVOS?,,"
	Conheça o motivo pelo qual praticamente não existem, no Brasil, líderes positivos, merecedores da confiança social."
A VERDADEIRA HISTÓRIA DE CAMILO CIENFUEGOS,,"
	A verdadeira história de Camilo Cienfuegos, o segundo homem da Revolução Cubana e o mais popular dentre todos. É, também, o relato de como Fidel foi se desfazendo de seus parceiros para ficar sozinho no poder, com seu irmão Raúl."
YOANI SÁNCHEZ E OS MITOS DA EDUCAÇÃO E DA SAÚDE EM CUBA,,"
	Ela fala sobre uma verdade que conhece e com a qual convive. Aqui, no entanto, centenas de milhares de militantes mentem em contrário sobre algo que não conhecem. Por isso tentaram impedi-la de falar."
MULTIDÃO DE SAQUEADORES ATACA NO CASTELINHO,,"
	Cada um deles, se preso, entra por uma porta e sai pela outra com atestado de bons antecedentes. Afinal, é só um ""roubinho""... Se o pilantra for realmente preso, dirão que ali está por ser preto e pobre... E não por ser um bandido safado e abusado, a quem a vida ensinou que, no Brasil, o crime compensa. Agradeçam à Maria do Rosário e a tantos que pensam do mesmo modo que ela. Agradeçam às autoridades com cabeça de esquerdista que desprezam a ordem pública. "
A CAUSA DA RIQUEZA E A CAUSA DA POBREZA,,"
	Alerta sobre o perigoso discurso ideológico a respeito das causas da pobreza."
ELEVAR SALÁRIOS ACIMA DA INFLAÇÃO NÃO É UMA BOA,,"
	Se elevar salários acima da inflação fosse solução para a estagnação econômica não haveria país pobre nem pobreza no mundo."
OS DELIRANTES: UNIÃO DAS FORÇAS ARMADAS DA AMÉRICA DO SUL PARA ENFRENTAR OS EUA...,,"
	Este vídeo revela a intenção da UNASUR de transformar o continente sul-americano num bloco comunista que precisaria se preparar para enfrentar os EUA."
COMBATER OS TOTALITARISMOS É EXIGÊNCIA MORAL,,"
	Durante o programa Atividade, na TV Urbana, mostro que o comunismo, o nazismo, o fascismo e o fundamentalismo devem ser combatidos. Fazê-lo é imposição de consciência."
"DRONES CAÇANDO. À NOITE, SOLDADOS DO ISIS",,"
	É terrível saber que são seres humanos. Mas são soldados, se declararam em guerra, e cometem atrocidades. Antes combatê-los assim que enfrentá-los em campo aberto. "
A CAUSA PRINCIPAL DA CORRUPÇÃO,,"
	A administração pública é uma coisa; o governo, outra. O Estado é uma coisa, o governo, outra. Deveria ser vedado o aparelhamento partidário do Estado e da administração pública."
DEPUTADO VENEZUELANO FALA SOBRE INGERÊNCIA CUBANA EM SEU PAÍS,,"
	Eles já abandonaram a ideia de nação. Não seria problema nosso se o PT e o governo brasileiro não evidenciassem intenções semelhantes.no Foro de São Paulo e, agora, na Unasul."
GRAVÍSSIMO! A UNASUR PRETENDE MUDAR A FORMAÇÃO DOS NOSSOS MILITARES,,"
	Neste vídeo, de 2013, são claramente confessados os reais objetivos da Escola Sul-Americana de Defesa, aprovada por Dilma na reunião da Unasur, dia 6/12 /2014, em Quito. Assista e julgue por si mesmo!"
141210 GOVERNO PETISTA  - CADA VITÓRIA UM DESASTRE MORAL,,"
	Comento aqui as ações mistificadoras e as também desastrosas reações do governo às críticas que recebe."
SURGE UM NOVO LÍDER DE OPOSIÇÃO NO BRASIL!,,"
	Ronaldo Caiado, senador eleito, quase sem voz, em menos de dois minutos desmoraliza a bancada do PT. Caiado é uma boa notícia para o Brasil em 2015."
(ÁUDIO) DIÁLOGO ENTRE TRAFICANTES SOBRE AÇÃO DE FUZILEIROS NAVAIS NA MARÉ (4min.),,"
	Há que não acredite em repressão. Este diálogo prova que os bandidos acreditam."
"PETROLÃO, A REINCIDÊNCIA DE TEORI",,"
	Pela segunda vez, Teori Zavascki manda soltar acusados do Petrolão, presos por determinação do juíz Sérgio Moro. Agora foi a vez do petista Renato Duque ir para casa. Augusto Nunes comenta."
"TERRORISTA DA ALN DESCREVE COM FRIEZA IMPRESSIONANTE O HOMICÍDIO,PELAS COSTAS, DE UM ""JUSTIÇADO""",,"
	Carlos Eugênio Paz conta em detalhes a motivação, a ação e o crime que cometeu. É mais um ""herói do povo brasileiro""."
SENADOR MAGNO MALTA ADVERTE PARA CONSEQUÊNCIAS DA VIOLAÇÃO DA LEI DE RESPONSABILIDADE FISCAL,,"
	O governo, para salvar a própria pele, está criando um precedente que vai beneficiar muitos ficha-suja que foram afastados da vida pública brasileira."
"NESTE VÍDEO DO CANAL FICHA SOCIAL, UM EXEMPLO DO QUE CHAMO ""RELIGIOSOS QUINTA-COLUNAS""",,"
	Religiosos quinta-colunas, infiltrados, são aqueles comprometidos muito mais com um projeto de poder político-ideológico do que com sua missão pastoral. Isso se evidencia pelo absoluto descaso em relação às exigências morais e religiosas que deveriam orientar suas opções e ações políticas. Assista e entenderá."
COLLOR NÃO ESCAPOU. LULA ESCAPOU. DILMA NÃO ESCAPARÁ,,"
	Vídeo de Lula, em 1992, articulando o impeachment de Collor."
DEPUTADO PALHAÇO AJUDA A ELEGER COLEGAS DE POUCOS VOTOS,,"
	É preciso mudar esse sistema em que alguém eleito com grande votação (o que pe normal e legítimo) carrega junto outros deputados que não teriam votos suficientes para se eleger. Que ""representação"" dos diabos é essa?"
PARA ENCOBRIR BANDALHEIRA LEGISLATIVA PT PÕE CADEADO NO CONGRESSO NACIONAL,,"
	Com o intuito de evitar presença de manifestantes durante votação de vetos e da proposta que descriminaliza a irresponsabilidade fiscal, PT passa cadeado na porta do Congresso Nacional. Deputado Carlos Sampaio faz a denúncia. E a mídia brasileira nada diz!"
É LEGÍTIMO A MÍDIA CONCEDER IGUAL ESPAÇO À VERDADE E À MENTIRA?,,"
	A mídia descumpre sua função e desserve à democracia se não opina quando deve e se concede igual espaço à verdade e à mentira. Afinal, com qual das duas ela tem compromisso?"
APRENDA O QUE ACONTECEU NA VENEZUELA PARA SABER O QUE ESTÁ ACONTECENDO NO BRASIL,,"
	Um documentário muitíssimo esclarecedor. O ""bolivarianismo"" outra coisa não é que o velho e decadente comunismo cubano intervindo e agindo na América do Sul. Veja como países empobrecem juntos. E saiba: o governo brasileiro faz parte e apoia o esquema pelos mesmíssimos meios e modos."
 CONSTRANGEDOR! BRASIL ADVERTIDO POR NÃO COMBATER O TERRORISMO!,,"
	O Grupo de Ação Financeira Contra a Lavagem de Dinheiro e Financiamento do Terrorismo (Gafi), órgão internacional intergovernamental, advertiu o Brasil por se omitir nesse assunto. (E isso que quando a advertência aconteceu Dilma ainda não havia se atravessado, na ONU, em favor do diálogo com os degoladores do Estado Islâmico). Temos que repetir, diariamente,: ""Eles não são o Brasil! Eles são, infelizmente, o governo brasileiro!"""
"FORO DE SÃO PAULO, SMARTMATIC E AS ELEIÇÕES PRESIDENCIAIS BRASILEIRAS",,"
	Explicação muito esclarecedora sobre o papel da empresa Smartmatic. A empresa é smart e o eleitor brasileiro não."
A MÃO GRANDE DO ESTADO,,"
	Comentário feito no Programa Atividade sobre os maus usos e abusos do Estado."
BELEZA DE DISCURSO DO DEPUTADO JORGE POZZOBOM (4min),,"
	É com oposicionistas assim que venho implorando que se formem frentes parlamentares para fazer oposição política e partidária antipetista nas tribunas das casas legislativas. "
"ESSA SENHORA NÃO CONSEGUIRIA APROVAÇÃO NUM TESTE DE LEITURA DO ENEM, SE HOUVESSE",,"
	Entende-se o motivo de tanta prodigalidade com dinheiro nosso nas relações entre Brasil e Cuba. Ignorância faz essas coisas e cria inúteis nada inocentes."
LARGADA PARA A PASSEATA MANIFESTAÇÃO DE 15 DE NOVEMBRO EM PORTO ALEGRE,,"
	Video de Mirna Lanius Borella, com cenas iniciais da passeata do dia 15 de novembro, na concentração do Parcão."
ALOYSIO NUNES: DILMA MENTIU GRAVEMENTE NA CAMPANHA ELEITORAL,,"
	Certamente a melhor análise sobre o motivo pelo qual um possível novo mandato da presidente não terá legitimidade sob o ponto de vista moral. Jurídico-formal, talvez. Moral, não."
RONAlDO CAIADO - A VERDADE SOBRE CONVÊNIO VENEZUELA-MST,,"
	Íntegra do discurso do deputado Ronaldo Caiado sobre um tema que envolve, pelo silêncio do governo brasileiro, crime de responsabilidade (se não for de alta traição)."
" PT DEFENDE A ""PÁTRIA GRANDE"". O NOME DISSO É TRAIÇÃO!",,"
	""Pátria Grande"" é um projeto geopolítico do Foro de São Paulo, que faz sumir o Brasil como Estado soberano dentro da mixórdia bolivariana de Cuba, Venezuela e satélites."
CONVOCAÇÃO À UNIDADE DOS ANTIPETISTAS,,"
	O PT se esforçou para dividir os brasileiros, mas a divisão que fica é aquela com que não contavam, entre nós e eles. Entre os petistas e os antipetistas. "
SILÊNCIO ESCANDALOSO DO GOVERNO PETISTA: MILITARES CUBANOS INFILTRADOS NO PROGRAMA MAIS MÉDICOS,,"
	Essa descoberta ocorreu há 25 dias e, até agora, não deu origem a uma única palavra ou providência oficial do governo que tenha vindo a público!"
"QUE VERGONHA, SENADOR CRISTÓVAM BUARQUE! ",,"
	Em plena sessão da Comissão presidida pelo senador, ele defende e protege um maconheiro traficante e, juntos, afrontam a lei. Não deixe de assistir! O e-mail do senador é cristovam@senado.leg.br"
COMPACTO SOBRE O MURO DE BERLIM,,"
	Compacto sobre a história de um muro do qual os comunistas não querem nem ouvir falar."
JORNAL DENUNCIA FRAUDES NAS URNAS,,"
	Empilham-se as denúncias sobre a fragilidade do sistema de votação adotado no Brasil. É um sistema que exige voto de fé cega. Eu não tenho essa fé."
UM SISTEMA  DE VOTAÇÃO INCONFIÁVEL,,"
	Que nunca mais tenhamos que votar por esse sistema que não permite recontagem de votos!"
"BRASIL E VENEZUELA FIRMAM ACORDO PARA TREINAMENTO *DOUTRINAÇÃO PARA A REVOLUÇÃO SOCIALISTA""",,"
	Não é teoria da conspiração. Não é delírio. É conspiração mesmo. "
CRIANÇAS ISLÂMICAS TREINANDO COM ARMAMENTO PESADO,,"
	Os sabichões do relativismo, para os quais não existe um Direito Natural, e tudo é questão de cultura, este vídeo exibe algo perfeitamente normal... Alguém sabe ler o que está inscrito no vídeo e na bandeira?"
"REVOLUÇÃO EM ANDAMENTO - ASSISTA, CONVENÇA-SE E RESISTA!",,"
	Video em que a Revolução e o projeto da Pátria Grande, bolivariana e comunista, confessa estar em curso no Brasil e canta suas vitórias."
IMPERDÍVEL PARA QUEM JULGA QUE O PT É AZAR NOSSO,,"
	A jovem guatemalteca Gloria Alvarez fala de sua região, mas parece estar falando do Brasil..."
"""DILMA! NÃO HÁ CONCILIAÇÃO POSSÍVEL!""",,"
	Dr. Rodrigo Mezzomo, representante do movimento Endireita Rio, comenta com muito equilíbrio e sólidos argumentos as razões pelas quais não pode haver conciliação nacional em torno de um governo petista."
SARNEY VOTOU NO AÉCIO,,"
	Com adesivo da Dilma no peito."
DENÚNCIA SOBRE RECURSO FEDERAIS PARA PROPAGANDA LGTB NAS ESCOLAS,,"
	Sempre se soube que o ""empoderamento gay"" era, também, uma questão de grana federal."
SESSENTA RAZÕES (ENTRE MUITAS OUTRAS) PARA NÃO VOTAR NO PT,,"
	Uma substancial lista de motivos para não fazer bobagem no dia 26."
"MALAFAIA - ""DIABO INVENTOU A MENTIRA. LULA E DILMA APERFEIÇOARAM""",,"
	Silas Malafaia faz denúncias sobre a falta de critério e péssimas prioridades dos governos petistas."
PT E ALIADOS BOICOTAM DISCUSSÃO DEMOCRÁTICA SOBRE DECRETO DITATORIAL 8243  ,,"
	Base do governo nega quorum para votações com o intuito de evitar a revogação do famigerado Decreto 8243."
FHC DESAFIA O PT,,"
	Ex-presidente desmascara a falsa moral e a falsidade das acusações petistas. Vale a pena assistir"
DILMA: ACHO QUE TODO MUNDO PODE COMETER CORRUPÇÃO,,"
	Como é que é?"
"LULA, DE VIVA VOZ, DIZ QUEM É LHE PROPÔS CRIAR O BOLSA FAMÍLIA ",,"
	O programa foi criado com a fusão de do Bolsa-Escola, Auxílio Gás e Cartão Alimentação, que vinham do governo FHC, unificados num único cartão sugerido pelo governador Marconi Perillo (PSDB)."
HORA DA TARTARUGA DESCER DO POSTE,,"
	Entrevista com Dilma candidata a reeleição."
"LULA: ""ESA COSITA LLAMADA FORO DE SAN PAULO""",,"
	Neste vídeo Lula se rejubila com os sucessos do FSP que a imprensa brasileira teima em desconsiderar..."
SESSENTA MOTIVOS PARA NÃO VOTAR NO PT,,"
	Sim, são 60 (entre muitas outras) as minhas razões para não votar no PT."
"""SOU NORDESTINO, PRETO E POBRE. SERÁ QUE VOTO NA DILMA?""",,"
	Jovem pernambucano de Ipojuca solta o verbo e revela ser um cidadão como poucos! Não deixe de divulgar esta mensagem. Não creio que o próprio Aécio consiga tocar tão fundo na alma dos eleitores brasileiros quanto esse rapaz."
"""UM OUTRO MUNDO É POSSÍVEL""",,"
	Música motivadora para o momento político nacional"
"""UM OUTRO MUNDO É POSSÍVEL""",,"
	Entenda o motivo dos ataques ao Cristianismo, ao direito de propriedade, à instituição familiar, aos valores, à Civilização Ocidental."
INSTITUTO LULA OU INSTITUTO PINÓQUIO,,"
	Lula mente, diz que mente e ri das próprias mentiras. "
"E AGORA, DIAS TOFFOLI?",,"
	Agora é em Campinas. Quem denuncia é um diretor do Sindicato dos servidores dos Correios naquele município. O MP abre inquérito, mas lembre-se: o presidente do TSE se chama Dias Toffoli."
"PARTIDOS DE MAIS, DEMOCRACIA DE MENOS",,"
	A famosa ""representação das minorias"" e o total desarranjo da política e da representação parlamentar."
FUNCIONÁRIO DA EBCT ENTREGANDO PROPAGANDA DA DILMA,,"
	Alguém duvida que vai ficar por isso mesmo? Que a presidente dirá que é um absurdo? E que perguntará ""Quem acredita nisso?"""
APARELHAMENTO E USO POLÍTICO DOS CORREIOS PELO PT,,"
	Reunião de ""serviço"" dos Correios para pedir votos para a reeleição de Dilma e para o candidato ao governo de Minas pelo PT, Fernando Pimentel."
UCRANIANOS NACIONALISTAS DERRUBAM ESTÁTUA DE LÊNIN ,,"
	Tarso Genro, co-autor de ""Lênin, corações e mentes"",  lamentará, com certeza, estas cenas."
PROGRAMA ATIVIDADE: LIBERDADE DE IMPRENSA,,"
	Comentário que fiz no programa Atividade, da TV Urbana, sobre as relações entre a boa imprensa e os Poderes Públicos."
VIDEO 2 - CUBANA FILMA DE SEU APARTAMENTO A CHEGADA DOS CUBANOS DO VÍDEO 1.,,"
	No VÍDEO 2 uma cubana registra, da sacada de seu apartamento, a chegada dos balseiros em solo norte-americano."
VIDEO 1 - DE CUBA PARA KEY WEST NUM BOTE COM MOTOR DE LADA,,"
	No VÍDEO 1 balseiros cubanos filmam as condições de sua travessia, num bote movido pelo motor de um automóvel russo Lada para Key West nos EUA"
TOTALITARISMO JUDICIAL,,"
	A democracia e o Estado de Direito balançam quando as evidências de totalitarismo judicial avançam."
"MARGARET THATCHER: ""SOCIALISTAS PREFEREM OS POBRES MAIS POBRES!""",,"
	Margaret Thatcher demonstra que os socialistas e comunistas preferem os pobres mais pobres contanto que os ricos também fiquem pobres."
COMO OS CONGRESSISTAS SE PROTEGEM NAS CAMPANHAS ELEITORAIS ,,"
	Comentário feito no Programa Atividade, na TV Urbana de Porto Alegre, sobre como os congressistas, através da legislação eleitoral que elaboram, protegem suas cadeiras contra os novos pretendentes."
"IRENE RAVACHE NO RODA VIVA: ""O PT ME TRAIU""",,"
	Sincero e encantador depoimento da atriz Irene Ravache ao Roda Viva, sobre sua desilusão amorosa com o PT. Uma reflexão que deve causar desconforto moral a muitos de seus colegas."
"""VOTA NELES DE NOVO, VOTA!""",,"
	Um minuto de puro desabafo de um agricultor sobre o estímulo ao ócio no país."
"BRASIL DE IDEIAS JORNALISMO, LIBERDADE E POLÍTICA ",,"
	Palestra sobre ""Jornalismo, liberdade e política"", proferida durante evento BRASIL DE IDEIAS, organizado pela Revista Voto."
TURBULÊNCIA NOS SALÕES E NAS LAVANDERIAS DO PODER,,"
	Agitam-se os bastidores ante a possibilidade de uma derrota do governo nas eleições presidenciais. Há muitas fichas sobre a mesa da eleição e o destino de muitas vidas estará em jogo no mês de outubro."
MARCO ANTONIO VILLA: O PT E A DESTRUIÇÃO MORAL DOS SEUS ADVERSÁRIOS.,,"
	O escritor Marco Antônio Villa comenta a matéria que ilustra a capa da Veja desta semana: a enxurrada de acusações infundadas lançadas contra Marina Silva."
DISCURSO INAUGURAL DO XXº ENCONTRO DO FORO DE SÃO PAULO,,"
	Discurso de abertura do XXº FSP, pelo vice-presidente da República Plurinacional da Bolívia (é isso mesmo, plurinacional, tanto quanto querem fazer conosco). É um roteiro completo de como levar um país ao totalitarismo comunista, sem rotatividade no poder e sem oposição."
DIFICULDADES PARA UMA BOA RENOVAÇÃO NOS PARLAMENTOS,,"
	Sobre o modo como os detentores de mandatos legislativos se protegem em suas cadeiras mediante leis que impedem a atuação dos outros pretendentes."
HANGOUT SOBRE FÉ E POLÍTICA,,"
	Hangout promovido por Vagapolis Polis com participação do prof. Hermes Nery e Percival Puggina."
"HANGOUT LOBÃO, THOMAS, BRUNA E PUGGINA",,"
	Hangout promovido pelo ""Civilização Ocidental"", com comando do Douglas Soares. Para mim foram duas horas saborosas."
ESTADO LAICO: O QUE É E O QUE NÃO É.,,"
	Breve exposição sobre a laicidade do Estado e sobre a manipulação maliciosa do conceito para silenciar os cristãos. "
COMENTÁRIO SOBRE A ELEVADÍSSIMA APROVAÇÃO DE LULA,,"
	Esse meu vídeo de 2011 já tem mais de 56 mil visualizações. É uma crítica candente ao papel desempenhado por Lula na política brasileira."
ENTREVISTA DE ELIAS FERNANDES COM PERCIVAL PUGGINA,,"
	Uma hora de conversa sobre os mais variados assuntos."
140813 PROGRAMA ATIVIDADE SOBRE INUTILIDADE DO HORÁRIO POLÍTICO GRATUITO ,,"
	A política vira um teatro quando o comando da campanha para para os marqueteiros."
O CHAVISMO ENLOUQUECEU,,"
	Oração do delegado do Partido Socialista Unido de Venezuela... E os petistas devem rezar junto porque têm veneração pelo chavismo e pelo bolivarianismo."
A CNBB E O PT,,"
	Uma reflexão sobre essa estranha e incongruente parceria, legítima dança com lobos."
DILMA ATRIBUI À COPA O ENCOLHIMENTO DA ECONOMIA,,"
	Eu sempre disse que para demonstrar o prejuízo da Copa bastava calcular o produto dos dias não trabalhados em função do evento. Não era necessário contabilizar qualquer outra despesa."
"HANGOUT COM OLAVO DE CARVALHO, RODRIGO GURGEL, THOMAS GIULLIANO E PERCIVAL PUGGINA",,"
	Ainda que me considere suspeito para afirmar, qualifico como excelente este hangout, ocorrido no dia 29 de agosto de 2014, proporcionado pelo ""Civilização Ocidental"". "
PROGRAMA ATIVIDADE SOBRE A TENTATIVA DE PROIBIR AS ESCOLAS DE EXPULSAR ALUNOS COM MAU COMPORTAMENTO,,"
	Posição assumida durante o programa Atividade do dia 6 de agosto, no qual os participantes examinar a tentativa do Conselho Estadual de Educação, felizmente suspensa, de impedir a expulsão de alunos com mau comportamento."
É IMPORTANTE PAPEL DO ESTADO FAZER COM QUE AS PESSOAS PRECISEM CADA VEZ MENOS DELE,,"
	Esse é um objetivo que cai sob responsabilidade dos eleitores que menos precisam do Estado e, por isso, estão em condições políticas e intelectuais, de discernir agentes políticos e políticas de governo que levem as pessoas a precisar cada vez menos do Estado, para que ele possa ser o menor possível."
"LULA: ""ELES NÃO SABEM O QUE SEREMOS CAPAZES DE FAZER""",,"
	Que um ex-presidente da República diga algo assim, neste tom, e fique por isso mesmo, sem causar imenso escândalo e rejeição da opinião pública e da imprensa, significa que o Estado de Direito já foi registrado em nome do PT."
PARIS JÁ ESTÁ ASSIM II,,"
	Violência islâmica contra propriedades de judeus em Sarcelles, subúrbios de Paris."
PARIS JÁ ESTÁ ASSIM,,"
	Tumulto islâmico em plena Rue de la Charbonière, a 200 metros da parisiense Gare du Nord. "
PROF. HERMES NERY- UM LIBELO CONTRA O DECRETO Nº 8243,,"
	Falando em uma audiência Pública, o prof. Hermes Nery fala tudo que o parlamento brasileiro precisaria ouvir a esse respeito. "
ESTADO MAIS POLITIZADO? QUE NADA!,,"
	Essa história de que o Rio Grande do Sul é ""o Estado mais politizado da Federação"" não tem fundamento. "
GRAMSCISMO NA EDUCAÇÃO,,"
	Explicação bem clara sobre como se passam as coisas em salas de aula numa sociedade submetida ao marxismo cultural."
O BONECO DE SAL E O TOTALITARISMO,,"
	Uma breve reflexão de 2min 45 seg sobre as consequências do totalitarismo."
TERRORISMO ISLÂMICO,,"
	Breve análise sobre a expansão e o agravamento das crises institucionais e das lutas religiosas nos países islâmicos."
DILMA IMPAGÁVEL,,"
	Brevíssima aula de aritmética e comunicação."
A VERDADE E A MENTIRA EM ELEIÇÕES,,"
	Em tempos eleitorais, a mentira é muito mais bem sucedida do que a verdade."
"COMUNISMO, EU NÃO ACREDITO (1)",,"
	Comentário de um amigo, engenheiro brasileiro, que mora no Canadá. Focando sua explanação para o público jovem, ele explica por que não se pode acreditar no comunismo."
SAIBA POR QUE OS JAPONESES LIMPAVAM OS ESTÁDIOS DA COPA,,"
	Observe as tarefas desempenhadas pelos pequenos colegiais e, depois, compare com as restrições que uma educação assim teria no Brasil. Pense nas causas e consequências de ambos os métodos pedagógicos."
A HISTÓRIA DO POLITICAMENTE CORRETO,,
SESSÃO DA ONU SOBRE GAZA,,"
	Seis minutos apenas, mas muito interessante."
A DIFÍCIL SITUAÇÃO DOS CRISTÃOS NO IRAQUE,,"
	Infelizmente não é diferente a situação em diversas outras partes do mundo islâmico."
MENTEM-NOS SOBRE CUBA,,"
	Paleocomunistas e neocomunistas mentem, e mentem muito, sobre a realidade cubana "
CIRO GOMES DETONA O GOVERNO DILMA,,"
	Em 60 segundos, Ciro Gomes (que não joga no meu time), aliado de Dilma, demonstra a inutilidade do governo Dilma."
RADICALISMO ISLÂMICO,,
HANGOUT COM THOMAS GIULLIANO E RODRIGO GURGEL,,"
	Hangout sobre o decreto dos sovietes (Dec. Nº 8243) e questões culturais da atualidade brasileira."
MUITO GOVERNO E POUCA OPOSIÇÃO,,"
	No Brasil, a oposição política visível é feita por intelectuais, jornalistas e uns poucos meios de comunicação. E até isso parece muito ao governo."
VAIARAM A DILMA! ,,
HANGOUT COM THOMAS GIULLIANO SOBRE ELEI?ES 2014,,
DISCURSO DE POSSE NA ACADEMIA RIO-GRANDENSE DE LETRAS,,"Discurso que proferi ao assumir, no dia 24 de maio de 2014 a cadeira nº 7 da ARL."
LOBÏ ENTREVISTA PERCIVAL PUGGINA,,
COPA 2014,,
"O SER, O TER E O DIREITO  PROPRIEDADE",,
CONVERSAS CRUZADAS SOBRE EXUMA?O DE JANGO IV,,
CONVERSAS CRUZADAS SOBRE EXUMA?O DE JANGO III,,
CONVERSAS CRUZADAS SOBRE EXUMA?O DE JANGO II,,
CONVERSAS CRUZADAS SOBRE EXUMA?O DE JANGO I,,
ENTREVISTA PARA O PROGRAMA CENRIOS 3,,
ENTREVISTA PARA O PROGRAMA CENRIOS 5,,
ENTREVISTA PARA O PROGRAMA CENRIOS 4,,
ENTREVISTA PARA O PROGRAMA CENRIOS 2,,
ENTREVISTA PARA O PROGRAMA CENRIOS,,
CONVERSAS CRUZADAS PROGRAMA MAIS M?ICOS BLOCO I,,
CONVERSAS CRUZADAS PROGRAMA MAIS M?ICOS III,,
